location,year,category,rank,query
Global,2008,Comfort Foods,4,Meatloaf
Global,2008,Comfort Foods,5,Fried Chicken
Global,2008,Concerts,1,Jonas Brothers
Global,2008,Concerts,2,Coldplay
Global,2008,Concerts,3,Hannah Montana
Global,2008,Concerts,4,Kenny Chesney
Global,2008,Concerts,5,Carrie Underwood
Global,2008,Deaths of 2008,1,Heath Ledger
Global,2008,Deaths of 2008,2,Bernie Mac
Global,2008,Deaths of 2008,3,Tim Russert
Global,2008,Deaths of 2008,4,Isaac Hayes
Global,2008,Deaths of 2008,5,George Carlin
Global,2008,DIY,1,DIY Wedding
Global,2008,DIY,2,DIY TV
Global,2008,DIY,3,DIY Solar
Global,2008,DIY,4,DIY Tile
Global,2008,DIY,5,DIY Audio
Global,2008,How To...,1,How To Draw
Global,2008,How To...,2,How To Kiss
Global,2008,How To...,3,How To Write
Global,2008,How To...,4,How To Cook
Global,2008,How To...,5,How To Tie
Global,2008,It's All Over Now,1,Hugh Hefner & Holly Madison
Global,2008,It's All Over Now,2,Danity Kane
Global,2008,It's All Over Now,3,Jennifer Aniston & John Mayer
Global,2008,It's All Over Now,4,Taylor Swift & Joe Jonas
Global,2008,It's All Over Now,5,Jessica Simpson & Tony Romo
Global,2008,Lyrics,1,With You
Global,2008,Lyrics,2,My Life
Global,2008,Lyrics,3,Love Song
Global,2008,Lyrics,4,Lollipop
Global,2008,Lyrics,5,Low
Global,2008,Mascots,1,Olympic Mascot
Global,2008,Mascots,2,Georgia Mascot
Global,2008,Mascots,3,Tennessee Mascot
Global,2008,Mascots,4,Ohio State Mascot
Global,2008,Mascots,5,Phillies Mascot
Global,2008,MLB,1,Boston Red Sox
Global,2008,MLB,2,New York Yankees
Global,2008,MLB,3,Chicago Cubs
Global,2008,MLB,4,Philadelphia Phillies
Global,2008,MLB,5,New York Mets
Global,2008,Movie Trailers,1,Dark Knight
Global,2008,Movie Trailers,2,Iron Man
Global,2008,Movie Trailers,3,Hulk
Global,2008,Movie Trailers,4,Star Wars
Global,2008,Movie Trailers,5,Indiana Jones
Global,2008,NBA Teams,1,Los Angeles Lakers
Global,2008,NBA Teams,2,Boston Celtics
Global,2008,NBA Teams,3,Phoenix Suns
Global,2008,NBA Teams,4,New York Knicks
Global,2008,NBA Teams,5,Detroit Pistons
Global,2008,NFL Teams,1,New York Giants
Global,2008,NFL Teams,2,Dallas Cowboys
Global,2008,NFL Teams,3,New England Patriots
Global,2008,NFL Teams,4,Pittsburgh Steelers
Global,2008,NFL Teams,5,Green Bay Packers
Global,2008,NHL Teams,1,Detroit Red Wings
Global,2008,NHL Teams,2,Pittsburgh Penguins
Global,2008,NHL Teams,3,Buffalo Sabres
Global,2008,NHL Teams,4,Philadelphia Flyers
Global,2008,NHL Teams,5,Boston Bruins
Global,2008,Olympic Sports,1,Gymnastics
Global,2008,Olympic Sports,2,Swimming
Global,2008,Olympic Sports,3,Soccer
Global,2008,Olympic Sports,4,Tennis
Global,2008,Olympic Sports,5,Basketball
Global,2008,Political News Sources,1,Fox
Global,2008,Political News Sources,2,CNN
Global,2008,Political News Sources,3,ABC
Global,2008,Political News Sources,4,CBS
Global,2008,Political News Sources,5,MSNBC
Global,2008,Reality Shows,1,American Idol
Global,2008,Reality Shows,2,Big Brother
Global,2008,Reality Shows,3,Dancing with the Stars
Global,2008,Reality Shows,4,So You Think You Can Dance
Global,2008,Reality Shows,5,The Hills
Global,2008,Rivalries,1,Red River Rivalry
Global,2008,Rivalries,2,Michigan Ohio State Rivalry
Global,2008,Rivalries,3,Red Sox Yankees Rivalry
Global,2008,Rivalries,4,Lakers Celtics Rivalry
Global,2008,Rivalries,5,Georgia Auburn Rivalry
Global,2008,Soccer Teams,1,Manchester United F.C.
Global,2008,Soccer Teams,2,Chelsea F.C.
Global,2008,Soccer Teams,3,Chivas
Global,2008,Soccer Teams,4,FC Barcelona
Global,2008,Soccer Teams,5,Arsenal F.C.
Global,2008,Social Networks,1,Facebook
Global,2008,Social Networks,2,Myspace
Global,2008,Social Networks,3,Hi5
Global,2008,Social Networks,4,Orkut
Global,2008,Social Networks,5,LinkedIn
Global,2008,TV Shows,1,American Idol
Global,2008,TV Shows,2,Lost
Global,2008,TV Shows,3,SNL
Global,2008,TV Shows,4,The Office
Global,2008,TV Shows,5,Family Guy
Global,2008,What Is...,1,What is Love
Global,2008,What Is...,2,What is Life
Global,2008,What Is...,3,What is Java
Global,2008,What Is...,4,What is SAP
Global,2008,What Is...,5,What is RSS
Global,2008,Who is...,1,Who is Obama
Global,2008,Who is...,2,Who is McCain
Global,2008,Who is...,3,Who is Palin
Global,2008,Who is...,4,Who is Lil Wayne
Global,2008,Who is...,5,Who is Miley Cyrus
Argentina,2008,Conflicto del Campo,1,Retenciones
Argentina,2008,Conflicto del Campo,2,Campo vs. Gobierno
Argentina,2008,Conflicto del Campo,3,Kirchner
Argentina,2008,Conflicto del Campo,4,Alfredo De Angelis
Argentina,2008,Conflicto del Campo,5,Cobos
Argentina,2008,Economia,1,Dolar
Argentina,2008,Economia,2,PBI
Argentina,2008,Economia,3,Rentas
Argentina,2008,Economia,4,Inflacion
Argentina,2008,Economia,5,Crisis
Argentina,2008,Fútbol,1,Boca
Argentina,2008,Fútbol,2,River
Argentina,2008,Fútbol,3,San Lorenzo
Argentina,2008,Fútbol,4,Racing
Argentina,2008,Fútbol,5,Independiente
Argentina,2008,Google,1,Google
Argentina,2008,Google,2,Google Earth
Argentina,2008,Google,3,Traductor Google
Argentina,2008,Google,4,Google Maps
Argentina,2008,Google,5,Google Videos
Argentina,2008,Más Popular,1,Juegos Juegos
Argentina,2008,Más Popular,2,Juegos
Argentina,2008,Más Popular,3,Argentina
Argentina,2008,Más Popular,4,YouTube
Argentina,2008,Más Popular,5,Videos
Australia,2008,Most Popular,1,Games
Australia,2008,Most Popular,2,Sydney
Australia,2008,Most Popular,3,YouTube
Australia,2008,Most Popular,4,Myspace
Australia,2008,Most Popular,5,Facebook
Australia,2008,Top Crises,1,Financial
Australia,2008,Top Crises,2,Time
Australia,2008,Top Crises,3,Credit
Australia,2008,Top Crises,4,Cuban Missle
Australia,2008,Top Crises,5,Economic
Australia,2008,Top Movies,1,Australia
Australia,2008,Top Movies,2,The Dark Knight
Australia,2008,Top Movies,3,Indiana Jones
Australia,2008,Top Movies,4,Iron Man
Australia,2008,Top Movies,5,Hancock
Australia,2008,Top Olympians,1,Stephanie Rice
Australia,2008,Top Olympians,2,Usain Bolt
Australia,2008,Top Olympians,3,Grant Hackett
Australia,2008,Top Olympians,4,Michael Phelps
Australia,2008,Top Olympians,5,Eamon Sullivan
Australia,2008,Top Stores,1,Harvey Norman
Australia,2008,Top Stores,2,Target
Australia,2008,Top Stores,3,Coles
Australia,2008,Top Stores,4,Myer
Australia,2008,Top Stores,5,IKEA
Austria,2008,Die Häufigsten Suchbegriffe 2008,1,YouTube
Austria,2008,Die Häufigsten Suchbegriffe 2008,2,Wetter
Austria,2008,Die Häufigsten Suchbegriffe 2008,3,Google
Austria,2008,Die Häufigsten Suchbegriffe 2008,4,ORF
Austria,2008,Die Häufigsten Suchbegriffe 2008,5,eBay
Austria,2008,Meist Gesuchte Automarken 2008,1,VW
Austria,2008,Meist Gesuchte Automarken 2008,2,Audi
Austria,2008,Meist Gesuchte Automarken 2008,3,BMW
Austria,2008,Meist Gesuchte Automarken 2008,4,Ford
Austria,2008,Meist Gesuchte Automarken 2008,5,Porsche
Austria,2008,Meist Gesuchte Personen 2008,1,Britney Spears
Austria,2008,Meist Gesuchte Personen 2008,2,Heath Ledger
Austria,2008,Meist Gesuchte Personen 2008,3,Angelina Jolie
Austria,2008,Meist Gesuchte Personen 2008,4,Barack Obama
Austria,2008,Meist Gesuchte Personen 2008,5,Vanessa Anne Hudgens
Austria,2008,Meist Gesuchte Skandale 2008,1,BAWAG
Austria,2008,Meist Gesuchte Skandale 2008,2,Max Mosley
Austria,2008,Meist Gesuchte Skandale 2008,3,AKH
Austria,2008,Meist Gesuchte Skandale 2008,4,Amstetten
Austria,2008,Meist Gesuchte Skandale 2008,5,Miley Cyrus
Austria,2008,Meistgesuchte Rezepte 2008,1,Sachertorte
Austria,2008,Meistgesuchte Rezepte 2008,2,Tiramisu
Austria,2008,Meistgesuchte Rezepte 2008,3,Palatschinken
Austria,2008,Meistgesuchte Rezepte 2008,4,Lasagne
Austria,2008,Meistgesuchte Rezepte 2008,5,Pizza
Belgium,2008,Most Searched,1,Facebook
Belgium,2008,Most Searched,2,Netlog
Belgium,2008,Most Searched,3,Skyrock
Belgium,2008,Most Searched,4,iPhone
Belgium,2008,Most Searched,5,YouTube
Brazil,2008,Celebridades,1,Juliana Paes
Brazil,2008,Celebridades,2,Juliana Knust
Brazil,2008,Celebridades,3,Malu Mader
Brazil,2008,Celebridades,4,Dudu Azevedo
Brazil,2008,Celebridades,5,Britney Spears
Brazil,2008,Eleições 2008,1,Resultado
Brazil,2008,Eleições 2008,2,Vereadores
Brazil,2008,Eleições 2008,3,Candidatos
Brazil,2008,Eleições 2008,4,Apuração
Brazil,2008,Eleições 2008,5,Eleição Municipal
Brazil,2008,Futebol,1,São Paulo Futebol
Brazil,2008,Futebol,2,Santos
Brazil,2008,Futebol,3,Futebol Ao Vivo
Brazil,2008,Futebol,4,Futebol Feminino
Brazil,2008,Futebol,5,Palmeiras
Brazil,2008,Mais Pesquisados,1,Orkut
Brazil,2008,Mais Pesquisados,2,Jogos
Brazil,2008,Mais Pesquisados,3,Download
Brazil,2008,Mais Pesquisados,4,Fotos
Brazil,2008,Mais Pesquisados,5,YouTube
Brazil,2008,Relaciondada com o Google,1,Google Maps
Brazil,2008,Relaciondada com o Google,2,Traductor
Brazil,2008,Relaciondada com o Google,3,Google Earth
Brazil,2008,Relaciondada com o Google,4,Orkut
Brazil,2008,Relaciondada com o Google,5,Google Videos
Canada,2008,Most Popular,1,Facebook
Canada,2008,Most Popular,2,YouTube
Canada,2008,Most Popular,3,Lyrics
Canada,2008,Most Popular,4,Weather
Canada,2008,Most Popular,5,Games
Canada,2008,Top Celebrities,1,Britney Spears
Canada,2008,Top Celebrities,2,Jessica Alba
Canada,2008,Top Celebrities,3,Heath Ledger
Canada,2008,Top Celebrities,4,Lindsay Lohan
Canada,2008,Top Celebrities,5,Angelina Jolie
Canada,2008,Top News Sources,1,CBC
Canada,2008,Top News Sources,2,BBC
Canada,2008,Top News Sources,3,CTV
Canada,2008,Top News Sources,4,CNN
Canada,2008,Top News Sources,5,Global
Canada,2008,Top Personal Electronics,1,Palm Treo
Canada,2008,Top Personal Electronics,2,BlackBerry
Canada,2008,Top Personal Electronics,3,Sync
Canada,2008,Top Personal Electronics,4,HP iPAQ
Canada,2008,Top Personal Electronics,5,Slingbox
Canada,2008,Top Political Parties,1,Green Party
Canada,2008,Top Political Parties,2,Liberal Party
Canada,2008,Top Political Parties,3,Conservative Party
Canada,2008,Top Political Parties,4,NDP
Canada,2008,Top Political Parties,5,Bloc Québécois
Chile,2008,Economía y Política,1,Trabajo
Chile,2008,Economía y Política,2,Servicio de Impuestos Internos
Chile,2008,Economía y Política,3,BCI
Chile,2008,Economía y Política,4,AFP
Chile,2008,Economía y Política,5,Banco Estado
Chile,2008,Fútbol,1,CDF
Chile,2008,Fútbol,2,Colo Colo
Chile,2008,Fútbol,3,UC
Chile,2008,Fútbol,4,ESPN
Chile,2008,Fútbol,5,ANFP
Chile,2008,Google,1,Google
Chile,2008,Google,2,Traductor Google
Chile,2008,Google,3,Google Earth
Chile,2008,Google,4,Google Maps
Chile,2008,Google,5,YouTube
Chile,2008,Más Populares,1,Chile
Chile,2008,Más Populares,2,Juegos Juegos
Chile,2008,Más Populares,3,Juegos
Chile,2008,Más Populares,4,YouTube
Chile,2008,Más Populares,5,Facebook
Chile,2008,Personajes Del Año,1,Barbie
Chile,2008,Personajes Del Año,2,Mario Bros.
Chile,2008,Personajes Del Año,3,Wisin y Yandel
Chile,2008,Personajes Del Año,4,Madonna
Chile,2008,Personajes Del Año,5,Harry Potter
China,2008,年度搜索最多 ,1,Sina
China,2008,年度搜索最多 ,2,Netease
China,2008,年度搜索最多 ,3,Taobao
China,2008,年度搜索最多 ,4,Youku
China,2008,年度搜索最多 ,5,Tudou
China,2008,年度搜索最多的“是什么”,1,三聚氰胺是什么
China,2008,年度搜索最多的“是什么”,2,人肉搜索是什么
China,2008,年度搜索最多的“是什么”,3,次贷危机是什么
China,2008,年度搜索最多的“是什么”,4,Erp是什么
China,2008,年度搜索最多的“是什么”,5,Cpi是什么
China,2008,年度新词汇,1,山寨
China,2008,年度新词汇,2,囧
China,2008,年度新词汇,3,很黄很暴力
China,2008,年度新词汇,4,叉腰肌
China,2008,年度新词汇,5,三个俯卧撑
China,2008,年度热点中国事件,1,四川地震
China,2008,年度热点中国事件,2,奥运会开幕式
China,2008,年度热点中国事件,3,不合格奶粉名单
China,2008,年度热点中国事件,4,西藏暴乱
China,2008,年度热点中国事件,5,手足口病
China,2008,年度热点国际事件,1,格鲁吉亚
China,2008,年度热点国际事件,2,美国大选
China,2008,年度热点国际事件,3,金融危机
China,2008,年度热点国际事件,4,达尔富尔
China,2008,年度热点国际事件,5,缅甸热带风暴
Colombia,2008,Economía,1,Economía Política
Colombia,2008,Economía,2,Economía Colombiana
Colombia,2008,Economía,3,Historia
Colombia,2008,Economía,4,Solidaria
Colombia,2008,Economía,5,Que Es Economía
Colombia,2008,Escándalos,1,Ana Karina
Colombia,2008,Escándalos,2,Laura Acuña
Colombia,2008,Escándalos,3,Escándalo De Valledupar
Colombia,2008,Escándalos,4,Belinda
Colombia,2008,Escándalos,5,Vanessa Hudgens
Colombia,2008,Los Viajes,1,Bogotá
Colombia,2008,Los Viajes,2,Medellin
Colombia,2008,Los Viajes,3,San Andrés
Colombia,2008,Los Viajes,4,Argentina
Colombia,2008,Los Viajes,5,Panamá
Colombia,2008,Más Populares,1,Juegos Juegos
Colombia,2008,Más Populares,2,Juegos
Colombia,2008,Más Populares,3,Colombia
Colombia,2008,Más Populares,4,YouTube
Colombia,2008,Más Populares,5,Facebook
Colombia,2008,Universidades,1,Universidad Nacional
Colombia,2008,Universidades,2,Universidad Distrital
Colombia,2008,Universidades,3,Javeriana
Colombia,2008,Universidades,4,Universidad Libre
Colombia,2008,Universidades,5,Universidad De Antoquia
Czechia,2008,"Kauzy Ceských Politiků, Slavných A Bohatých",1,Kauza Berka
Czechia,2008,"Kauzy Ceských Politiků, Slavných A Bohatých",2,Kauza Mareš
Czechia,2008,"Kauzy Ceských Politiků, Slavných A Bohatých",3,Kauza Cunek
Czechia,2008,"Kauzy Ceských Politiků, Slavných A Bohatých",4,Kauza Morava
Czechia,2008,"Kauzy Ceských Politiků, Slavných A Bohatých",5,Kauza Nohavica
Czechia,2008,Nejvyhledávanější,1,MP3
Czechia,2008,Nejvyhledávanější,2,Hry
Czechia,2008,Nejvyhledávanější,3,YouTube
Czechia,2008,Nejvyhledávanější,4,Mapy
Czechia,2008,Nejvyhledávanější,5,Práce
Czechia,2008,Oblíbené Sporty v Čechách,1,Fotbal
Czechia,2008,Oblíbené Sporty v Čechách,2,Hokej
Czechia,2008,Oblíbené Sporty v Čechách,3,Golf
Czechia,2008,Oblíbené Sporty v Čechách,4,Euro 2008
Czechia,2008,Oblíbené Sporty v Čechách,5,Skate
Czechia,2008,České Celebrity,1,Ewa Farna
Czechia,2008,České Celebrity,2,Nohavica
Czechia,2008,České Celebrity,3,Daniel Landa
Czechia,2008,České Celebrity,4,Chinaski
Czechia,2008,České Celebrity,5,Tři Sestry
Czechia,2008,"Český, česká, české...",1,Česká televize
Czechia,2008,"Český, česká, české...",2,pravidla českého pravopisu
Czechia,2008,"Český, česká, české...",3,česká hymna
Czechia,2008,"Český, česká, české...",4,Česká republika
Czechia,2008,"Český, česká, české...",5,české rádio
Denmark,2008,Film og TV,1,Paradise Hotel
Denmark,2008,Film og TV,2,Lost
Denmark,2008,Film og TV,3,X-Factor
Denmark,2008,Film og TV,4,MGP
Denmark,2008,Film og TV,5,Vild Med Dans
Denmark,2008,Kendte,1,Barack Obama
Denmark,2008,Kendte,2,Paris Hilton
Denmark,2008,Kendte,3,Britney Spears
Denmark,2008,Kendte,4,Rihanna
Denmark,2008,Kendte,5,Metallica
Denmark,2008,Medier,1,TV2
Denmark,2008,Medier,2,Dr
Denmark,2008,Medier,3,Ekstra Bladet
Denmark,2008,Medier,4,Politiken
Denmark,2008,Medier,5,JP
Denmark,2008,Mest Populære,1,AF
Denmark,2008,Mest Populære,2,YouTube
Denmark,2008,Mest Populære,3,Facebook
Denmark,2008,Mest Populære,4,Krak
Denmark,2008,Mest Populære,5,Danmark
Denmark,2008,Rejser og Ferier,1,Rejser
Denmark,2008,Rejser og Ferier,2,London
Denmark,2008,Rejser og Ferier,3,Berlin
Denmark,2008,Rejser og Ferier,4,Flybilletter
Denmark,2008,Rejser og Ferier,5,Thailand
Finland,2008,Most Popular,1,YouTube
Finland,2008,Most Popular,2,IRC
Finland,2008,Most Popular,3,Iltalehti
Finland,2008,Most Popular,4,Iltasanomat
Finland,2008,Most Popular,5,You
Finland,2008,Top Companies,1,Google
Finland,2008,Top Companies,2,Nordea
Finland,2008,Top Companies,3,Enrio
Finland,2008,Top Companies,4,Nettiauto
Finland,2008,Top Companies,5,Nokia
Finland,2008,Top Finnish Celebrities,1,Johanna Tukiainen
Finland,2008,Top Finnish Celebrities,2,Rakel Liekki
Finland,2008,Top Finnish Celebrities,3,Duudsonit
Finland,2008,Top Finnish Celebrities,4,Martina Aitolehti
Finland,2008,Top Finnish Celebrities,5,Jussi Halla-aho
Finland,2008,Top Finnish Cities,1,Helsinki
Finland,2008,Top Finnish Cities,2,Tampere
Finland,2008,Top Finnish Cities,3,Turku
Finland,2008,Top Finnish Cities,4,Oulu
Finland,2008,Top Finnish Cities,5,Jyväskylä
Finland,2008,Top Media,1,Iltalehti
Finland,2008,Top Media,2,Ilta-Sanomat
Finland,2008,Top Media,3,Yle
Finland,2008,Top Media,4,MTV3
Finland,2008,Top Media,5,City
France,2008,Clubs et Fédération,1,OM
France,2008,Clubs et Fédération,2,PSG
France,2008,Clubs et Fédération,3,FFF
France,2008,Clubs et Fédération,4,OL
France,2008,Clubs et Fédération,5,Euro 2008
France,2008,Jeux en ligne,1,Sudoku
France,2008,Jeux en ligne,2,Billard
France,2008,Jeux en ligne,3,Poker
France,2008,Jeux en ligne,4,Mahjong
France,2008,Jeux en ligne,5,WOW
France,2008,Recherches,1,YouTube
France,2008,Recherches,2,Jeux
France,2008,Recherches,3,Yahoo
France,2008,Recherches,4,Pages Jaunes
France,2008,Recherches,5,Orange
Germany,2008,Beliebteste Bildersuchen,1,Gina Lisa
Germany,2008,Beliebteste Bildersuchen,2,Jonas Brothers
Germany,2008,Beliebteste Bildersuchen,3,Miley Cyrus
Germany,2008,Beliebteste Bildersuchen,4,Ostern
Germany,2008,Beliebteste Bildersuchen,5,Em 2008
Germany,2008,Die häufigsten Suchbegriffe,1,eBay
Germany,2008,Die häufigsten Suchbegriffe,2,YouTube
Germany,2008,Die häufigsten Suchbegriffe,3,Wetter
Germany,2008,Die häufigsten Suchbegriffe,4,GMX
Germany,2008,Die häufigsten Suchbegriffe,5,Google
Germany,2008,Meistgesuchte Bücher,1,Marketing
Germany,2008,Meistgesuchte Bücher,2,Harry Potter
Germany,2008,Meistgesuchte Bücher,3,Google
Germany,2008,Meistgesuchte Bücher,4,Goethe
Germany,2008,Meistgesuchte Bücher,5,Controlling
Germany,2008,Meistgesuchte Nachrichten,1,Fussball
Germany,2008,Meistgesuchte Nachrichten,2,Deutsche Bahn
Germany,2008,Meistgesuchte Nachrichten,3,Berlin
Germany,2008,Meistgesuchte Nachrichten,4,Olympia
Germany,2008,Meistgesuchte Nachrichten,5,Obama
Germany,2008,Meistgesuchte Personen,1,Britney Spears
Germany,2008,Meistgesuchte Personen,2,Heath Ledger
Germany,2008,Meistgesuchte Personen,3,Obama
Germany,2008,Meistgesuchte Personen,4,Bushido
Germany,2008,Meistgesuchte Personen,5,Gina Lisa
Hong Kong,2008,人物,1,陳冠希
Hong Kong,2008,人物,2,鍾欣桐
Hong Kong,2008,人物,3,Obama
Hong Kong,2008,人物,4,張柏芝
Hong Kong,2008,人物,5,趙碩之
Hong Kong,2008,數碼產品,1,Apple
Hong Kong,2008,數碼產品,2,ASUS
Hong Kong,2008,數碼產品,3,Nokia
Hong Kong,2008,數碼產品,4,Samsung
Hong Kong,2008,數碼產品,5,HP
Hong Kong,2008,新聞,1,奧運
Hong Kong,2008,新聞,2,吉野家
Hong Kong,2008,新聞,3,Typhoon
Hong Kong,2008,新聞,4,四川地震
Hong Kong,2008,新聞,5,AIG
Hong Kong,2008,熱門關鍵字,1,YouTube
Hong Kong,2008,熱門關鍵字,2,Facebook
Hong Kong,2008,熱門關鍵字,3,香港討論區
Hong Kong,2008,熱門關鍵字,4,Gmail
Hong Kong,2008,熱門關鍵字,5,天文台
Hong Kong,2008,社會時事,1,Obama
Hong Kong,2008,社會時事,2,立法會選舉
Hong Kong,2008,社會時事,3,Sarah Palin
Hong Kong,2008,社會時事,4,黃毓民
Hong Kong,2008,社會時事,5,US Election
India,2008,Most Popular,1,Orkut
India,2008,Most Popular,2,Gmail
